created_at,favorite_count,full_text,user
Wed Apr 17 23:09:59 +0000 2024,2,So glad to have been able to attend Jenn's presentations and work with her today.  All the Cougs who attended and interacted was great!  @WSU_WellCoug,BenefitsWSU
Wed Apr 17 20:13:06 +0000 2024,0,"RT @CareersWSU: What do you know about our employee assistance program? The state EAP offers vast support to all of WSU, from counseling se…",BenefitsWSU
Tue Apr 16 17:50:18 +0000 2024,0,"Employee Assistance Program hosts special sessions, April 17 https://t.co/4ja9ExbTat",BenefitsWSU
Tue Apr 16 17:23:51 +0000 2024,2,"Social Security Presentation – 05/01/2024 - 11:30-1:00
WSU HRS Benefits is hosting a presentation on Social Security 101 – Everything You Wanted to Know. 
To register to attend, visit https://t.co/6750YBUddy, where the Zoom link will be provided. https://t.co/4JCqNcdc0X",BenefitsWSU
Mon Apr 15 17:18:45 +0000 2024,2,"Join the movement Cougs!  I hear you can count walking, jogging, dancing chair aerobics, swimming -- just about anything!",BenefitsWSU
Mon Apr 15 17:17:39 +0000 2024,0,RT @WSU_WellCoug: Join the SmartHealth WA Moves event - 4/15 - 4/26.  Any type of movement that gets your heart beating counts!   Eligible…,BenefitsWSU
Fri Apr 12 20:17:36 +0000 2024,0,RT @samhsagov: Prevention works. Get the tools and resources to help start the conversations with youth about the importance of alcohol avo…,BenefitsWSU
Tue May 07 17:09:58 +0000 2024,0,RT @bippidee: @medeabenjamin He really is a soulless appalling man. I wouldn't even give him the opportunity to spew his racist hatred. But…,AdedePaor
Tue May 07 17:09:44 +0000 2024,0,RT @sabzitoun: @medeabenjamin https://t.co/zQvSqBYApy,AdedePaor
Tue May 07 17:08:39 +0000 2024,0,"RT @medeabenjamin: “I think Israel should go in there &amp; kick the sh*t out of them just absolutely destroy them, their infrastructure, level…",AdedePaor
Tue May 07 17:06:52 +0000 2024,0,"RT @QudsNen: Breaking | Gaza Government Media Office report to Al-Araby:
⭕️Israeli occupation forces have targeted the sole government hosp…",AdedePaor
Tue May 07 16:34:21 +0000 2024,0,"RT @BelfastBre: To anyone who can offer peaceful, controlled support and solidarity, please go to Queens University. 
@helencrickard @caili…",AdedePaor
Tue May 07 16:33:57 +0000 2024,0,RT @GalgosdelSol: It’s hard to imagine being an unloved dog in such a cruel world. Luckily for Fluffers she’s a loved dog now ❤️ https://t.…,AdedePaor
Tue May 07 16:33:09 +0000 2024,0,RT @EyeonPalestine: Abu Youssef Al-Najjar Hospital in Rafah is now out of service. https://t.co/Ut7cfRHaTT,AdedePaor
Tue May 07 16:31:23 +0000 2024,0,RT @TamimBarghouti: بدون مناسبة، وعلى الرغم من الوساطة، وعلى الرغم مما يقوله البعض على الشاشات..يسقط عبد الفتاح السيسي، مصر التي ولدتني ورب…,AdedePaor
Tue May 07 16:29:50 +0000 2024,0,“Warplanes targeted a house for the Rayan family near Abu Amra supermarket in the Nuseirat camp in the central Gaza Strip”,AdedePaor
Tue May 07 16:15:39 +0000 2024,0,"RT @ChuckModi1: You know what's wild? #1 elitist TV criticism of ""Occupy Wall Street"" was the demands were ""too vague"" (which I defend). To…",AdedePaor
Tue May 07 16:14:31 +0000 2024,0,RT @Katsikajules: Cutting off water &amp; aid was never an intention to get the hostages back - how could it be? All it could do was harm civil…,AdedePaor
Tue May 07 16:11:25 +0000 2024,0,RT @EyeonPalestine: If you happen to be in London visit UCL or SOAS university and their encampments that are in solidarity with Palestine…,AdedePaor
Tue May 07 16:10:54 +0000 2024,0,RT @kennardmatt: This is Zionism.,AdedePaor
Tue May 07 16:03:31 +0000 2024,0,RT @azaizamotaz9: https://t.co/GNtNvdtFif,AdedePaor
Tue May 07 16:03:29 +0000 2024,0,"RT @DALLOULALNEDER: No words 💔
Rafah right now https://t.co/AYVYbs5Gr5",AdedePaor
Tue May 07 15:50:20 +0000 2024,0,"RT @JacobMagid: Israel's repeated refusal to send a negotiating team to meet with mediators has hampered efforts to secure a hostage deal,…",AdedePaor
Tue May 07 15:32:34 +0000 2024,0,RT @EyeonPalestine: Pro Palestine students and staff from the University of Amsterdam forced police to retreat after they attacked their en…,AdedePaor
Tue May 07 15:30:20 +0000 2024,0,"RT @NaksBilal: Do not look away.

Extremely difficult scene from Rafah today.

Children have been the main target of the IDF, and this is h…",AdedePaor
Tue May 07 14:56:57 +0000 2024,0,RT @EyeonPalestine: The Israeli occupation is forcing another mass displacement in Rafah. https://t.co/JpWtwZaq4h,AdedePaor
Tue May 07 14:56:52 +0000 2024,0,RT @EyeonPalestine: Israel drops the Internationally banned phosphorus on Rafah. https://t.co/TiozATO5qi,AdedePaor
Tue May 07 14:13:38 +0000 2024,0,"RT @ecomarxi: “What are you willing to risk?
What are you willing to give?
What if you were in Gaza?
What if those were your kids?”

@mackl…",AdedePaor
Tue May 07 14:13:24 +0000 2024,0,"RT @ireallyhateyou: After blocking aid trucks last night, this morning Israeli pro-genocide protesters block the Erez Crossing, in order to…",AdedePaor
Tue May 07 14:11:40 +0000 2024,0,RT @QudsNen: Breaking | Israeli occupation forces have ordered Abu Yousef al-Najjar hospital to evacuate. https://t.co/xohtKEHIYK,AdedePaor
Tue May 07 14:11:27 +0000 2024,0,"RT @EsheruKwaku: When we’re done with Palestine, the DRC is next in-line.",AdedePaor
Tue May 07 14:06:31 +0000 2024,0,"RT @EyeonPalestine: Palestinian children under the rubble of their home which was bombed by the occupation forces in Rafah.

أطفال تحت ركام…",AdedePaor
Tue May 07 13:56:33 +0000 2024,0,"RT @QudsNen: BREAKING | The Palestinian Prisoner Society remarks the following: 

⭕ Yesterday evening, the Israeli occupation army committe…",AdedePaor
Tue May 07 13:56:07 +0000 2024,0,RT @Doylech: Has @David_Cameron disappeared off the face of the earth? Yet to hear any comment from the Foreign Secretary on the major inte…,AdedePaor
Tue May 07 13:53:17 +0000 2024,0,"RT @EyeonPalestine: Palestinian children under the rubble of their home which was bombed by the occupation forces in Rafah.

أطفال تحت ركام…",AdedePaor
Tue May 07 13:53:07 +0000 2024,0,RT @EyeonPalestine: Injuries arrive to the Kuwaiti hospital following an Israeli air strike that bombed a home in the Brazilian neighborhoo…,AdedePaor
Tue May 07 13:52:32 +0000 2024,0,"RT @AliAbunimah: In Malmö, Sweden, authorities are preparing for street celebrations of the @Eurovision Genocide Contest, so local resident…",AdedePaor
Tue May 07 13:51:42 +0000 2024,0,"RT @TorahJudaism: Jews, Muslims and Christians in brotherhood -

The speaker was Rabbi Dovid Feldman.

Jews, Muslims and Christians come to…",AdedePaor
Tue May 07 13:50:08 +0000 2024,0,"RT @swilkinsonbc: America, Egypt &amp; Jordan in talks to receive annual payments by the US to assimilate Palestinian refugees in their countri…",AdedePaor
Tue May 07 13:46:20 +0000 2024,0,"RT @MiddleEastEye: “He was born in war and he died in war""

Hani Mahmoud Qishta was born by caesarean when a bomb critically wounded his mo…",AdedePaor
Tue May 07 13:45:31 +0000 2024,0,"RT @SaulStaniforth: ""Absolutely devastating""

This morning the IDF have seized the Palestinian side of the Rafah crossing, and Sam Rose fro…",AdedePaor
Tue May 07 13:44:38 +0000 2024,0,"RT @OmarHamadD: It has been 211 days since my friend Emad's body, still under the rubble, every time we try to go to his house to retrieve…",AdedePaor
Tue May 07 13:44:12 +0000 2024,0,"RT @HossamShabat: ""المشروع الأكبر في شمال غزة  1000 كيس طحين موزع على النازحين في مراكز الايواء بتبرع كريم من فريق الجسد الواحد""،
Today, my…",AdedePaor
Tue May 07 13:23:35 +0000 2024,0,RT @telesurenglish: Brazil strongly condemned the bombing carried out by Israeli occupation forces against the city of Rafah in the souther…,AdedePaor
Tue May 07 13:22:29 +0000 2024,0,"RT @DoubleDownNews: Israel bombs Rafah, home to 1.7 million displaced people, majority children.

Israel is a blood thirsty out of control…",AdedePaor
Tue May 07 13:20:18 +0000 2024,0,"RT @Resist_05: This is the aid America has sent to Israel, to aid the genocide of Palestine, to blow up children in Rafah…🇵🇸💔 https://t.co/…",AdedePaor
Tue May 07 13:20:09 +0000 2024,0,"RT @declassifiedUK: 🚨Students at 14 UK universities have now set up Gaza solidarity encampments, the latest being Oxford, Cambridge, Liverp…",AdedePaor
Tue May 07 15:24:59 +0000 2024,2,"""HIDE YO STUDIOS! MICROSOFT COMIN'!"" https://t.co/2AyIIA09wk",KiddMarine
Tue May 07 14:56:57 +0000 2024,6,"We all sure forgot about the whole Helldivers PSN account thing in a hurry, didn't we? Next week: Nintendo announces you need to slice off one of your fingers if you wanna pre-order the Switch 2.",KiddMarine
Tue May 07 14:36:00 +0000 2024,1,Tango? Seriously? What a load of bullshit.,KiddMarine
Tue May 07 12:26:25 +0000 2024,0,RT @HandOfSchnoz: Berserk met gala be like https://t.co/N2HJKi0r5V,KiddMarine
Mon May 06 23:17:03 +0000 2024,0,"RT @berserkartvault: In remembrance of Kentaro Miura many of his friends, mangaka, comic artists and some animators drew illustrations of B…",KiddMarine
Mon May 06 20:22:05 +0000 2024,1,My new rule is that I'll only allow myself to play video games up until by butt starts going numb. Got a good 4 hours of Persona in today!,KiddMarine
Mon May 06 19:38:56 +0000 2024,0,"RT @CTRecordShop: Win a copy of our Virtua Fighter 2XLP signed by legendary game creator Yu Suzuki! 👊 To enter:

1. Follow @CTRecordShop an…",KiddMarine
Mon May 06 15:45:26 +0000 2024,0,RT @SegaBassFishman: Real-life Shenhua (Hazuki Ishigaki) explores real-life Yokosuka in the Oct99 issue of Dreamcast Magazine https://t.co/…,KiddMarine
Mon May 06 13:39:09 +0000 2024,0,RT @ShenmueContext: #Shenmue https://t.co/6Cmoq9haKC,KiddMarine
Sun May 05 21:30:53 +0000 2024,1,https://t.co/CmjWpPPHkc,KiddMarine
Sun May 05 15:57:38 +0000 2024,0,"RT @BianyuanAkuma: #DevilMayCry5 
MAY 5 https://t.co/PGML4aAPcD",KiddMarine
Sun May 05 12:01:33 +0000 2024,3,Absolutely fascinating article. Give it a read!,KiddMarine
Sat May 04 20:33:05 +0000 2024,0,"Man, Pinterest really gets me. https://t.co/QAxSciddgc",KiddMarine
Sat May 04 20:23:45 +0000 2024,0,RT @MarioEmblem_2: https://t.co/YWex0t3fNW,KiddMarine
Sat May 04 20:22:00 +0000 2024,1,"A trending topic you'll actually want to click on instead of scrolling on by in disgust like normal!
https://t.co/MlT4LLq9X4",KiddMarine
Sat May 04 19:02:05 +0000 2024,1,sweet jesus,KiddMarine
Sat May 04 16:25:48 +0000 2024,0,PROTECT SCHIERKE AT ALL COSTS!!!!,KiddMarine
Sat May 04 14:08:12 +0000 2024,2,https://t.co/17bOBL49jB,KiddMarine
Sat May 04 10:53:46 +0000 2024,20,#LetsGetShenmue4 for more stupid sexy Ren! https://t.co/N3OCYfvsHM,KiddMarine
Fri May 03 18:34:42 +0000 2024,6,"I miss hard-hitting informative games journalism like this, from NGC's review of Super Monkey Ball on the GBA. https://t.co/0ZHMGOxbF1",KiddMarine
Fri May 03 18:32:34 +0000 2024,3,God-tier in every way.,KiddMarine
Fri May 03 15:27:24 +0000 2024,0,RT @MIK_BLAmike: #ValkyriaChronicles https://t.co/8aXRjdtPbZ,KiddMarine
Fri May 03 11:15:44 +0000 2024,5,"Well I absolutely *have* to get the pin and the shirt.

... but someone please talk me out of the expensive jacket.",KiddMarine
Fri May 03 11:22:33 +0000 2024,5,"""Man I'm feeling down. Just a real depression. Everything seems so pointless and hollo- WAIT NEW SHENMUE MERCH???!!!"" https://t.co/biM3mDhokL",KiddMarine
Thu May 02 14:38:00 +0000 2024,3,"People seem mad about this whole LRG CD-R thing, but has anyone seen any actual proof? I'm seeing plenty of claims and anger, but no pictures of the alleged CD-Rs themselves.

Not saying it isn't true, but some random twitter dick isn't exactly a trustworthy source.",KiddMarine
Wed May 01 23:17:06 +0000 2024,3,what the FUCK,KiddMarine
Wed May 01 13:18:51 +0000 2024,0,Long have I prayed for this day.,KiddMarine
Wed May 01 13:01:35 +0000 2024,2,This doesn't seem like a good idea. Is this how the Planet of the Apes got started? https://t.co/jyIVWCKCcB,KiddMarine
Wed May 01 11:03:25 +0000 2024,0,"RT @metahades1889: Akira (1988) · Trailer 4K · 35mm Scan · https://t.co/BBs4luuijm

download: https://t.co/CM5Xe2Xer4

With great happiness…",KiddMarine
Tue Apr 30 14:28:52 +0000 2024,2,"Square: Taking historic losses.

Einhänder: Not on modern systems.

Coincidence?",KiddMarine
Tue Apr 30 13:03:59 +0000 2024,0,RT @SEGA_AM_2: https://t.co/LJSh5ulaQe,KiddMarine
Mon Apr 29 22:04:54 +0000 2024,0,"RT @goegoezzz: ソニック・ザ・ヘッジホッグ３（MD　 

いよいよ発売間近！ https://t.co/0yAk1Demac",KiddMarine
Mon Apr 29 17:09:47 +0000 2024,5,"I have a feeling that M2's next project is gonna be DoDonPachi. Which is great and all, but I'd love for it to be Mushihimesama Futari. Or finally bringing Battle Garegga to Switch 😭",KiddMarine
Sun Apr 28 21:07:52 +0000 2024,2,A Gainax kart racing game would be amazing.,KiddMarine
Sun Apr 28 19:47:38 +0000 2024,0,RT @SEGA_AM_2: https://t.co/rxrwxCTU5W,KiddMarine
Sun Apr 28 17:32:57 +0000 2024,0,RT @shark_cat8221: 完全一致 https://t.co/Zg4rBYL9Bi,KiddMarine
Sun Apr 28 15:59:33 +0000 2024,0,"RT @Joe_kara2019: ハングオンをディスったせいで、スピルバンまで巻き添えに。。
#SEGA https://t.co/bFlEGbQ96H",KiddMarine
Tue May 07 17:34:02 +0000 2024,0,"I'm selling Three (3) spares of #BADBUNNY Ticket For MAY 17 Fri @ Kia Center - Orlando, FL
Kindly send a Dm if you're interested #MostWantedTour #Badbunnytickets #BadBunnyMostWantedTour",ySkiloo
Sun May 05 15:45:01 +0000 2024,0,RT @itskrisssi: Yo age don’t make you grown it’s yo mindset and how you move.,ySkiloo
Sun May 05 15:44:56 +0000 2024,0,RT @kashdoll: 1. Never let a nigga fuck u over more than once!!,ySkiloo
Sun May 05 15:44:52 +0000 2024,0,"RT @Whotfismick: This over candy anytime, anyday https://t.co/ocBpkIce3j",ySkiloo
Sun May 05 15:44:48 +0000 2024,0,"RT @itswords_: reassurance is so important to me, let me know what i mean to you.",ySkiloo
Sun May 05 15:44:45 +0000 2024,0,RT @acebenji: GOD IS A WAY MAKER.,ySkiloo
Sun May 05 15:44:40 +0000 2024,0,"RT @aamaxoxo: i buy myself whatever i want, what the fuck is a no?",ySkiloo
Sun May 05 15:44:27 +0000 2024,0,RT @iTorianna: confidence is your biggest tool,ySkiloo
Sun May 05 15:44:18 +0000 2024,0,"RT @Whotfismick: ""i can't go out, i'm busy""

me being busy: https://t.co/ZcahFoN4XV",ySkiloo
Sun May 05 15:44:07 +0000 2024,0,"RT @koi_takleefff: ""Yes, I have had breakfast""

 breakfast: https://t.co/zfvcVBLQ2Z",ySkiloo
Sun May 05 15:44:01 +0000 2024,0,RT @TierraaaMariee: When you happy you really be quiet asf,ySkiloo
Sun May 05 15:43:57 +0000 2024,0,"RT @fineassnayyyy: I fumbled myself, that’ll never happen again.",ySkiloo
Sun May 05 15:43:51 +0000 2024,0,RT @glowingbeauty_: https://t.co/fcVDwX4Gto,ySkiloo
Sun May 05 15:43:43 +0000 2024,0,RT @Whotfismick: Me disappearing from someone's life as soon as i feel the vibes change https://t.co/2gGV4gIrDz,ySkiloo
Sun May 05 15:43:40 +0000 2024,0,"RT @elektrasfeed: eventually you’ll end up where you need to be, with who you’re meant to be with, and doing what you should be doing.",ySkiloo
Sun May 05 15:43:36 +0000 2024,0,RT @fineassnayyyy: no bitch intimidates me. i’m that.,ySkiloo
Sun May 05 15:43:32 +0000 2024,0,RT @heyhoneyrae: One thing I realized is that everything always ends up working out. Sometimes even better than I imagined.🤍,ySkiloo
Sun May 05 15:43:25 +0000 2024,0,RT @itsmontyj: I’m really too raw for someone to be unsure about me.,ySkiloo
Sun May 05 15:43:21 +0000 2024,0,RT @mainbitchclique: I really miss the dead nggas ion like the ones here 😭💯💯💯,ySkiloo
Sun May 05 15:43:19 +0000 2024,0,RT @heyhoneyrae: I think it is beautiful when God saves you from something you thought you wanted 🤍,ySkiloo
Sun May 05 15:43:15 +0000 2024,0,RT @_badassiee: Favor &amp; Faith with God &gt;,ySkiloo
Sun May 05 15:43:07 +0000 2024,0,RT @badbunny_global: Bad Bunny vinyl available at his concert merch trucks 🔥 https://t.co/oPyNcWwIdU,ySkiloo
Sun May 05 15:43:05 +0000 2024,0,RT @badbunny_global: Bad Bunny in San Francisco 🌉 https://t.co/zVx0ht8Fvc,ySkiloo
Sun May 05 15:42:59 +0000 2024,0,RT @badbunny_global: Bad Bunny with Boban Marjanović 🏀 https://t.co/GqIaU1QAEL,ySkiloo
Sun May 05 15:42:55 +0000 2024,0,RT @badbunny_global: ¡Feliz Cumpleaños Benito! 🎉🥳 https://t.co/Dh1WwRkPl3,ySkiloo
Sun May 05 15:42:49 +0000 2024,0,RT @badbunny_global: Mr. Benito 🐰 https://t.co/z9Qjcsonn2,ySkiloo
Sun May 05 15:42:45 +0000 2024,0,RT @badbunny_global: Bad Bunny x Tyla yesterday https://t.co/i7Eyx1Osj3,ySkiloo
Sun May 05 15:42:41 +0000 2024,0,RT @badbunny_global: Bad Bunny is nominated for the WWE Slammy Awards 🏆 https://t.co/IMjN6T8qHF,ySkiloo
Sun May 05 15:42:38 +0000 2024,0,RT @badbunny_global: Bad Bunny via IG stories 📸 https://t.co/ftQM68jNQD,ySkiloo
Sun May 05 15:42:34 +0000 2024,0,RT @badbunny_global: Me if listening to Bad Bunny was illegal https://t.co/AU1TrzWagu,ySkiloo
Sun May 05 15:42:29 +0000 2024,0,RT @badbunny_global: Bad Bunny x NBA 🏆 https://t.co/aNBsoJs1On,ySkiloo
Sun May 05 15:42:24 +0000 2024,0,RT @badbunny_global: Bad Bunny 🐎 https://t.co/Vsw4Kc6GXe,ySkiloo
Sun May 05 15:42:21 +0000 2024,0,RT @badbunny_global: Bad Bunny at the Clippers vs Mavs game https://t.co/lZYQI9rGe1,ySkiloo
Sun May 05 15:42:18 +0000 2024,0,RT @badbunny_global: Benito x Luka 🏀 https://t.co/e6k84cWVWO,ySkiloo
Wed Mar 13 19:36:07 +0000 2024,0,RT @_badassiee: You gotta talk to me nice.,ySkiloo
Sat Mar 09 01:15:34 +0000 2024,0,#Enhypentickets,ySkiloo
Tue Mar 05 16:29:26 +0000 2024,0,"RT @oliviarodrigo: the video for ‘Can’t Catch Me Now’ is out now!!! @thehungergames 

https://t.co/rPLuE20Ymg https://t.co/Bwc7UGS8Ke",ySkiloo
Tue Mar 05 16:28:47 +0000 2024,0,"RT @oliviarodrigo: less than 2 weeks til the start of #GUTSworldtour!!! ⭐️ I want to see as many of u as possible, so I’ll be releasing a l…",ySkiloo
Tue Mar 05 16:28:37 +0000 2024,0,RT @oliviarodrigo: GUTS is yours now. https://t.co/5G5iMli6c8❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/XLMKVp8S5z,ySkiloo
Sun Mar 03 23:03:42 +0000 2024,0,"RT @bodgyalti: i love going out and enjoying myself but i also love being in my home, comfortable and safe. nobody gets me! 😭 i will come o…",ySkiloo
Tue May 07 15:21:24 +0000 2024,15,"“What do I desire when I wish to have my own will? I desire my own happiness; 

“well, but I shall get it far more easily if I let God have his will, for the will of God is both for his own glory and my happiness; (1/3)",MikeRiccardi_
Mon May 06 16:08:10 +0000 2024,62,"“The sight of that face will well repay you for all the sighs and cries with which you sought him; 

“and to hear him say, ‘I have loved thee with an everlasting love, therefore with lovingkindness have I drawn thee,’ (1/2)",MikeRiccardi_
Sun May 05 21:17:34 +0000 2024,0,"RT @theolojesus: J. C. Ryle on the importance of the atoning death of Christ.

If there is ever a hill to die on, Penal Substitutionary Ato…",MikeRiccardi_
Fri May 03 20:11:18 +0000 2024,0,"RT @KristanHawkins: When I was at Florida International University, Thomas drove 3 hours to share his story with me. 

It is one that has l…",MikeRiccardi_
Fri May 03 15:16:26 +0000 2024,57,"“A poor soul under distress of mind has gone to the priest, and he says, ‘If thou wouldst be pardoned do penance.’ While he is flogging his back and laying on the stripes most earnestly I think I hear the Saviour saying to the whole tribe of priests, (1/4)",MikeRiccardi_
Thu May 02 15:51:21 +0000 2024,61,"John Flavel with timely words for the nations of the West:

“We of this nation have long enjoyed the light of the glorious gospel among us; it hath shone in much clearness upon this sinful island, for more than a whole century of happy years. (1/3)",MikeRiccardi_
Wed May 01 14:56:11 +0000 2024,129,"“I remember, when I first came to London to preach the Word, I thought that I could bear anything for Christ; but I found myself shamefully slandered, all manner of falsehoods were uttered concerning me, and in agony I fell on my face before God, and cried unto him. (1/5)",MikeRiccardi_
Tue Apr 30 14:48:02 +0000 2024,61,"“Christ evidently held forth is divine eloquence.”

— John Norton",MikeRiccardi_
Mon Apr 29 18:08:51 +0000 2024,0,"RT @SteveMeisterVDM: “I think the conflation of nonsense and mystery is a problem kind of widespread in a lot of modern, analytic philosoph…",MikeRiccardi_
Mon Apr 29 14:55:32 +0000 2024,65,"“I have sometimes thought I might imagine such a scene as this at the gates of heaven, when the great Shepherd comes to give in his charge. 

“‘Here am I,’ saith he, ‘and the children which thou hast given me.’ (1/5)",MikeRiccardi_
Fri Apr 26 15:37:49 +0000 2024,43,"“Nay, not the sinner, but I am the sinner’s Substitute; all the sinner’s guilt was imputed to me; all his unrighteousness is mine, and all my righteousness is his; I, the Saviour, am the sinner’s Substitute; take me.” (3/)",MikeRiccardi_
Fri Apr 26 15:37:48 +0000 2024,110,"Justice said, “They are sinners; I will have them, I will sheathe this sword in their hearts, for they are sinners, and they must perish.” 

Then Christ came forward, and asked him, “Whom seekest thou?” 

“Sinners,” answered Justice. (1/4)",MikeRiccardi_
Thu Apr 25 17:39:38 +0000 2024,0,"RT @MastersSeminary: ""God will never condemn those whose condemnation was paid in full by His Son."" – John MacArthur",MikeRiccardi_
Thu Apr 25 16:14:40 +0000 2024,41,"“Store the heart w a sense of the love of God in Christ, 

“with the eternal design of His grace, 

“with a taste of the blood of Christ, and His love in the shedding of it; 

“get a relish of the privileges we have thereby,—our adoption, justification, acceptation w God; (1/2)",MikeRiccardi_
Thu Apr 25 04:10:18 +0000 2024,0,"RT @MastersSeminary: “Instead of simplifying the mystery of the incarnation, we should allow it to increase our worship of Christ.” Read Ja…",MikeRiccardi_
Wed Apr 24 15:24:47 +0000 2024,98,"“The true holy water is not that which the pope sprinkles, but is distilled from the penitent eye.”

— Thomas Watson",MikeRiccardi_
Tue Apr 23 14:22:15 +0000 2024,119,"“To those to whom Christ is the hope of future glory,

“He is also the life of present grace.”

— John Owen",MikeRiccardi_
Mon Apr 22 16:39:02 +0000 2024,0,"RT @TheRhetorRick: PSA for my Baptist friends: 

I know many of you already do this, but for those who don't, please trace your history to…",MikeRiccardi_
Mon Apr 22 14:43:33 +0000 2024,69,"“Though I sleep when I ought to wake and watch with him, yet he loves me. Although, under the brunt of a strong temptation, I may flee, still he loves me; ay, and even if I should deny him, yet I can understand that, as he loved Peter, he may still love me. (1/3)",MikeRiccardi_
Tue May 07 17:33:04 +0000 2024,0,"RT @CraigBaird: On this day in 1977, Trudeau did a spin with his arm extended in the air at Buckingham Palace as Princess Margaret (often m…",monicasweet2006
Tue May 07 17:32:10 +0000 2024,0,"RT @YVindman: Donald Trump fired me for blowing the whistle on his corruption. 

Donald Trump attacked Gold Star father Khizr Khan, whose s…",monicasweet2006
Tue May 07 17:30:24 +0000 2024,0,"RT @ruthbenghiat: Analysis: This as yet another loyalty performance for an audience of One, who is addressed as though he is still the head…",monicasweet2006
Tue May 07 17:28:05 +0000 2024,0,RT @Andie00471: He founded his own golf clubs precisely because he couldn't get INTO high society clubs! He was laughed at more than laughe…,monicasweet2006
Tue May 07 17:27:52 +0000 2024,0,RT @duty2warn: BREAKING: This would appear to be Trump’s ticket to jail. During his break he attacked the witness testifying today with thi…,monicasweet2006
Tue May 07 17:20:00 +0000 2024,0,RT @bk_belton: @DinGrogu85 @monicasweet2006 #PierrePoilievreIsUnelectable 🇨🇦 https://t.co/5ciXLLweGW,monicasweet2006
Tue May 07 16:31:30 +0000 2024,0,RT @DawnAlene64: @monicasweet2006 #HoneyBunch,monicasweet2006
Tue May 07 16:28:59 +0000 2024,0,"RT @OGGY_North: What truly concerns me most about a @PierrePoilievre majority government is the sheer lack of checks and balances.

Much li…",monicasweet2006
Tue May 07 16:28:48 +0000 2024,0,RT @ifudontlike2bad: Donald J. Trump is the reason people deny being Americans when they travel to other countries. They claim to be Canadi…,monicasweet2006
Tue May 07 16:28:29 +0000 2024,0,"RT @GunnyJ: We need our teeth to eat.
We need our eyes to see.

Why are neither considered core needs for healthcare/health insurance cover…",monicasweet2006
Tue May 07 16:27:32 +0000 2024,4,"My beautiful Selena
Gone but never forgotten 💔 
Bidi bidi bom bom",monicasweet2006
Tue May 07 16:20:34 +0000 2024,0,"RT @KlasfeldReports: Daniels says that she Trump spoke often on the phone:

""I always put him on speakerphone. We thought it was funny. Doz…",monicasweet2006
Tue May 07 16:10:17 +0000 2024,0,RT @leafs4life59: @monicasweet2006 @Patrici52965206 AMEN 🙏,monicasweet2006
Tue May 07 16:07:55 +0000 2024,0,RT @allarebananas: REPUBLICANS    ***ARE***    THE     FUCKING    THREAT!!!,monicasweet2006
Tue May 07 16:05:40 +0000 2024,0,RT @theliamnissan: Everybody retweet for visibility and check if you're still following my account because Elon likes to automatically unfo…,monicasweet2006
Tue May 07 16:03:41 +0000 2024,0,"RT @mini_bubbly: Trudeau govt bypasses Ford, sending housing money straight to Ontario municipalities

The federal govt warned Ontario it c…",monicasweet2006
Tue May 07 16:02:55 +0000 2024,0,RT @JEA_CommonSense: This is my guy Joe Biden. Faithful and loyal!!! A great President.   @POTUS https://t.co/7ZXRjvzhk2,monicasweet2006
Tue May 07 15:37:48 +0000 2024,0,RT @JEA_CommonSense: @monicasweet2006 So true!!!!  Good for me to remember.,monicasweet2006
Tue May 07 15:21:20 +0000 2024,17,"Don't wait until you're on your death bed to tell someone you love them, it may fall on deaf ears after so many years 
It's Too little too late
Do it while you are alive and well, it will be more meaningful, and you might get some healing",monicasweet2006
Tue May 07 14:56:33 +0000 2024,0,"RT @jonathanstea: I’d like to thank the Academy, my parents, Anthony Fauci, and every other baby sheep who dared to dream beyond the pastur…",monicasweet2006
Tue May 07 14:55:46 +0000 2024,0,"RT @JoeBiden: Teaching isn’t just what @DrBiden does; it’s who she is.

On Teacher Appreciation Day, I’m honoring Jill and all of our natio…",monicasweet2006
Tue May 07 14:54:41 +0000 2024,0,"RT @pgoodfellow: Pierre Poilievre has been my MP since 2004, when he was an arrogant student with only 2 yrs of university under his belt.…",monicasweet2006
Tue May 07 14:54:07 +0000 2024,0,RT @HuffmanForNC: I just filed my notice of candidacy to be a 2024 Delegate to the Democratic National Convention in Chicago. I will be vot…,monicasweet2006
Tue May 07 14:43:51 +0000 2024,0,RT @BestStephenD: I subscribe to the @globeandmail to keep aware of what a news organization that is respected by many is reporting. The re…,monicasweet2006
Tue May 07 14:41:08 +0000 2024,23,"An update for those who were kind in the replies on my story from a couple of weeks ago 

She died 

4 days after they told me, there was no time to setup a phone call, as I was willing to give that 

The End",monicasweet2006
Tue May 07 14:15:17 +0000 2024,0,"RT @atrupar: Irony alert -- as Trump this morning compares America to a third world country because a former president is being prosecuted,…",monicasweet2006
Tue May 07 14:04:42 +0000 2024,0,"RT @OceanKayyy: Being an empath is not just something you say you are, it is something you feel inside of you every single day. Whether you…",monicasweet2006
Tue May 07 14:02:43 +0000 2024,0,"RT @ice_gurl77: Seems AB, the apparent fascist testing ground in Canada, isn't taking too kindly to Danielle Smith attempting to usher in f…",monicasweet2006
Tue May 07 14:01:53 +0000 2024,0,RT @BadBradRSR: .@MarkHamill someone told me you advocated on my behalf about getting suspended for being a liberal account who speaks out!…,monicasweet2006
